# 2theta	intensity	baseline	bg_subtracted	normalized
14.09808 11660.00000 11221.50201 438.49799 0.01366
14.10895 11420.00000 11216.89440 203.10560 0.00633
14.11981 11521.00000 11212.29129 308.70871 0.00962
14.13068 11559.00000 11207.69266 351.30734 0.01095
14.14155 11700.00000 11203.09848 496.90152 0.01548
14.15241 11393.00000 11198.50875 194.49125 0.00606
14.16328 11492.00000 11193.92343 298.07657 0.00929
14.17415 11461.00000 11189.34252 271.65748 0.00846
14.18501 11543.00000 11184.76599 358.23401 0.01116
14.19588 11466.00000 11180.19384 285.80616 0.00890
14.20675 11423.00000 11175.62603 247.37397 0.00771
14.21761 11297.00000 11171.06256 125.93744 0.00392
14.22848 11350.00000 11166.50340 183.49660 0.00572
14.23934 11207.00000 11161.94855 45.05145 0.00140
14.25021 11342.00000 11157.39799 184.60201 0.00575
14.26108 11233.00000 11152.85169 80.14831 0.00250
14.27194 11272.00000 11148.30965 123.69035 0.00385
14.28281 11517.00000 11143.77185 373.22815 0.01163
14.29368 11474.00000 11139.23826 334.76174 0.01043
14.30454 11323.00000 11134.70889 188.29111 0.00587
14.31541 11587.00000 11130.18371 456.81629 0.01423
14.32628 11167.00000 11125.66271 41.33729 0.00129
14.33714 11257.00000 11121.14587 135.85413 0.00423
14.34801 11271.00000 11116.63318 154.36682 0.00481
14.35888 11252.00000 11112.12462 139.87538 0.00436
14.36974 11359.00000 11107.62019 251.37981 0.00783
14.38061 11324.00000 11103.11986 220.88014 0.00688
14.39147 11258.00000 11098.62363 159.37637 0.00497
14.40234 11350.00000 11094.13148 255.86852 0.00797
14.41321 11264.00000 11089.64339 174.35661 0.00543
14.42407 11279.00000 11085.15936 193.84064 0.00604
14.43494 11196.00000 11080.67937 115.32063 0.00359
14.44581 11315.00000 11076.20341 238.79659 0.00744
14.45667 11366.00000 11071.73147 294.26853 0.00917
14.46754 11384.00000 11067.26353 316.73647 0.00987
14.47841 11319.00000 11062.79958 256.20042 0.00798
14.48927 11277.00000 11058.33961 218.66039 0.00681
14.50014 11279.00000 11053.88362 225.11638 0.00701
14.51101 11310.00000 11049.43158 260.56842 0.00812
14.52187 11351.00000 11044.98349 306.01651 0.00953
14.53274 11510.00000 11040.53933 469.46067 0.01463
14.54361 11231.00000 11036.09910 194.90090 0.00607
14.55447 11068.00000 11031.66279 36.33721 0.00113
14.56534 11392.00000 11027.23039 364.76961 0.01136
14.57620 11430.00000 11022.80188 407.19812 0.01269
14.58707 11258.00000 11018.37726 239.62274 0.00747
14.59794 11343.00000 11013.95652 329.04348 0.01025
14.60880 11212.00000 11009.53965 202.46035 0.00631
14.61967 11328.00000 11005.12664 322.87336 0.01006
14.63054 11229.00000 11000.71749 228.28251 0.00711
14.64140 11311.00000 10996.31218 314.68782 0.00980
14.65227 11016.00000 10991.91071 24.08929 0.00075
14.66314 11245.00000 10987.51307 257.48693 0.00802
14.67400 11267.00000 10983.11926 283.88074 0.00884
14.68487 11297.00000 10978.72926 318.27074 0.00992
14.69574 11191.00000 10974.34308 216.65692 0.00675
14.70660 11198.00000 10969.96070 228.03930 0.00710
14.71747 11176.00000 10965.58212 210.41788 0.00656
14.72833 11037.00000 10961.20733 75.79267 0.00236
14.73920 11360.00000 10956.83632 403.16368 0.01256
14.75007 11231.00000 10952.46910 278.53090 0.00868
14.76093 11294.00000 10948.10566 345.89434 0.01078
14.77180 11137.00000 10943.74598 193.25402 0.00602
14.78267 11057.00000 10939.39007 117.60993 0.00366
14.79353 11154.00000 10935.03793 218.96207 0.00682
14.80440 11235.00000 10930.68954 304.31046 0.00948
14.81527 11206.00000 10926.34490 279.65510 0.00871
14.82613 11174.00000 10922.00402 251.99598 0.00785
14.83700 11125.00000 10917.66688 207.33312 0.00646
14.84787 11086.00000 10913.33348 172.66652 0.00538
14.85873 11320.00000 10909.00383 410.99617 0.01281
14.86960 11224.00000 10904.67791 319.32209 0.00995
14.88046 11009.00000 10900.35573 108.64427 0.00338
14.89133 11228.00000 10896.03728 331.96272 0.01034
14.90220 11202.00000 10891.72256 310.27744 0.00967
14.91306 11310.00000 10887.41157 422.58843 0.01317
14.92393 11152.00000 10883.10431 268.89569 0.00838
14.93480 11077.00000 10878.80077 198.19923 0.00618
14.94566 11049.00000 10874.50096 174.49904 0.00544
