# 2theta	intensity	baseline	bg_subtracted	normalized
12.63111 14308.00000 13963.97123 344.02877 0.00862
12.64198 14249.00000 13958.60973 290.39027 0.00727
12.65284 14223.00000 13953.25476 269.74524 0.00676
12.66371 14240.00000 13947.90632 292.09368 0.00732
12.67458 14424.00000 13942.56440 481.43560 0.01206
12.68544 14426.00000 13937.22902 488.77098 0.01224
12.69631 14360.00000 13931.90017 428.09983 0.01072
12.70718 14121.00000 13926.57785 194.42215 0.00487
12.71804 14343.00000 13921.26206 421.73794 0.01056
12.72891 14331.00000 13915.95282 415.04718 0.01039
12.73978 14199.00000 13910.65011 288.34989 0.00722
12.75064 14069.00000 13905.35395 163.64605 0.00410
12.76151 14189.00000 13900.06434 288.93566 0.00724
12.77238 14255.00000 13894.78129 360.21871 0.00902
12.78324 14322.00000 13889.50479 432.49521 0.01083
12.79411 14107.00000 13884.23485 222.76515 0.00558
12.80497 14322.00000 13878.97148 443.02852 0.01110
12.81584 14080.00000 13873.71469 206.28531 0.00517
12.82671 14209.00000 13868.46447 340.53553 0.00853
12.83757 14107.00000 13863.22084 243.77916 0.00611
12.84844 14187.00000 13857.98380 329.01620 0.00824
12.85931 14289.00000 13852.75335 436.24665 0.01093
12.87017 14209.00000 13847.52952 361.47048 0.00905
12.88104 14171.00000 13842.31229 328.68771 0.00823
12.89191 14296.00000 13837.10168 458.89832 0.01149
12.90277 14153.00000 13831.89770 321.10230 0.00804
12.91364 14138.00000 13826.70036 311.29964 0.00780
12.92451 14374.00000 13821.50966 552.49034 0.01384
12.93537 14035.00000 13816.32562 218.67438 0.00548
12.94624 14083.00000 13811.14824 271.85176 0.00681
12.95710 14088.00000 13805.97754 282.02246 0.00706
12.96797 14093.00000 13800.81352 292.18648 0.00732
12.97884 14025.00000 13795.65619 229.34381 0.00574
12.98970 14278.00000 13790.50557 487.49443 0.01221
13.00057 14163.00000 13785.36167 377.63833 0.00946
13.01144 14109.00000 13780.22450 328.77550 0.00823
13.02230 13921.00000 13775.09406 145.90594 0.00365
13.03317 14216.00000 13769.97038 446.02962 0.01117
13.04404 13848.00000 13764.85346 83.14654 0.00208
13.05490 14161.00000 13759.74332 401.25668 0.01005
13.06577 14055.00000 13754.63997 300.36003 0.00752
