# 2theta	intensity	baseline	bg_subtracted	normalized
10.56649 15854.00000 15461.51783 392.48217 0.01014
10.57735 15818.00000 15455.23664 362.76336 0.00937
10.58822 15496.00000 15448.95459 47.04541 0.00122
10.59909 15821.00000 15442.67166 378.32834 0.00977
10.60995 15691.00000 15436.38780 254.61220 0.00658
10.62082 15776.00000 15430.10297 345.89703 0.00894
10.63169 15794.00000 15423.81716 370.18284 0.00956
10.64255 15716.00000 15417.53031 298.46969 0.00771
10.65342 15895.00000 15411.24240 483.75760 0.01250
10.66429 15725.00000 15404.95340 320.04660 0.00827
10.67515 15858.00000 15398.66326 459.33674 0.01187
10.68602 15802.00000 15392.37197 409.62803 0.01058
10.69689 15824.00000 15386.07948 437.92052 0.01131
10.70775 15855.00000 15379.78577 475.21423 0.01228
10.71862 15708.00000 15373.49080 334.50920 0.00864
10.72948 15862.00000 15367.19454 494.80546 0.01278
10.74035 15652.00000 15360.89697 291.10303 0.00752
10.75122 15728.00000 15354.59806 373.40194 0.00965
10.76208 15699.00000 15348.29776 350.70224 0.00906
10.77295 15706.00000 15341.99606 364.00394 0.00940
10.78382 15750.00000 15335.69293 414.30707 0.01070
10.79468 15761.00000 15329.38833 431.61167 0.01115
10.80555 15930.00000 15323.08224 606.91776 0.01568
10.81642 15489.00000 15316.77464 172.22536 0.00445
10.82728 15913.00000 15310.46549 602.53451 0.01557
10.83815 15767.00000 15304.15476 462.84524 0.01196
10.84902 15674.00000 15297.84244 376.15756 0.00972
10.85988 15951.00000 15291.52850 659.47150 0.01704
10.87075 15752.00000 15285.21290 466.78710 0.01206
10.88161 16122.00000 15278.89563 843.10437 0.02178
10.89248 15917.00000 15272.57666 644.42334 0.01665
10.90335 15653.00000 15266.25597 386.74403 0.00999
10.91421 15958.00000 15259.93354 698.06646 0.01803
10.92508 15987.00000 15253.60934 733.39066 0.01895
10.93595 16202.00000 15247.28334 954.71666 0.02466
10.94681 16056.00000 15240.95554 815.04446 0.02106
10.95768 15842.00000 15234.62591 607.37409 0.01569
10.96855 16248.00000 15228.29443 1019.70557 0.02634
10.97941 15968.00000 15221.96108 746.03892 0.01927
10.99028 16103.00000 15215.62585 887.37415 0.02292
11.00115 16228.00000 15209.28871 1018.71129 0.02632
11.01201 16433.00000 15202.94966 1230.05034 0.03178
11.02288 16330.00000 15196.60868 1133.39132 0.02928
11.03375 16459.00000 15190.26574 1268.73426 0.03278
11.04461 16620.00000 15183.92085 1436.07915 0.03710
11.05548 16840.00000 15177.57399 1662.42601 0.04295
11.06634 16625.00000 15171.22514 1453.77486 0.03756
11.07721 16968.00000 15164.87431 1803.12569 0.04658
11.08808 17078.00000 15158.52149 1919.47851 0.04959
11.09894 17140.00000 15152.16666 1987.83334 0.05135
11.10981 17241.00000 15145.80983 2095.19017 0.05413
11.12068 17268.00000 15139.45100 2128.54900 0.05499
11.13154 17288.00000 15133.09016 2154.90984 0.05567
11.14241 17444.00000 15126.72732 2317.27268 0.05986
11.15328 17424.00000 15120.36249 2303.63751 0.05951
11.16414 17470.00000 15113.99567 2356.00433 0.06087
11.17501 17487.00000 15107.62688 2379.37312 0.06147
11.18588 17408.00000 15101.25612 2306.74388 0.05959
11.19674 17654.00000 15094.88341 2559.11659 0.06611
11.20761 17396.00000 15088.50876 2307.49124 0.05961
11.21847 17230.00000 15082.13221 2147.86779 0.05549
11.22934 17414.00000 15075.75376 2338.24624 0.06041
11.24021 17267.00000 15069.37345 2197.62655 0.05677
11.25107 17276.00000 15062.99129 2213.00871 0.05717
11.26194 16772.00000 15056.60732 1715.39268 0.04432
11.27281 16861.00000 15050.22157 1810.77843 0.04678
11.28367 16712.00000 15043.83407 1668.16593 0.04310
11.29454 16510.00000 15037.44486 1472.55514 0.03804
11.30541 16499.00000 15031.05397 1467.94603 0.03792
11.31627 16331.00000 15024.66143 1306.33857 0.03375
11.32714 16078.00000 15018.26730 1059.73270 0.02738
11.33801 16367.00000 15011.87160 1355.12840 0.03501
11.34887 15833.00000 15005.47438 827.52562 0.02138
11.35974 15845.00000 14999.07568 845.92432 0.02185
11.37060 15766.00000 14992.67555 773.32445 0.01998
11.38147 15428.00000 14986.27402 441.72598 0.01141
11.39234 15487.00000 14979.87115 507.12885 0.01310
11.40320 15518.00000 14973.46699 544.53301 0.01407
11.41407 15595.00000 14967.06156 627.93844 0.01622
11.42494 15584.00000 14960.65493 623.34507 0.01610
11.43580 15230.00000 14954.24714 275.75286 0.00712
11.44667 15532.00000 14947.83824 584.16176 0.01509
11.45754 15543.00000 14941.42827 601.57173 0.01554
11.46840 15626.00000 14935.01729 690.98271 0.01785
11.47927 15314.00000 14928.60534 385.39466 0.00996
11.49014 15389.00000 14922.19248 466.80752 0.01206
11.50100 15578.00000 14915.77875 662.22125 0.01711
11.51187 15076.00000 14909.36420 166.63580 0.00430
11.52273 15243.00000 14902.94889 340.05111 0.00878
11.53360 15581.00000 14896.53287 684.46713 0.01768
11.54447 15276.00000 14890.11619 385.88381 0.00997
